---X--OX-|2,5,5,5,5,5,6,5,5,5,5,6
-O-X--OX-|1,3,5,6,5
-O-X-XOX-|5
OO-X-XOX-|5
--X-----O|5
--X---X-O|
--XO--X-O|5
-XXO--X-O|6,8
-XXOO-X-O|1
-X--X--O-|1,3,7,9,3,1,3
-X--XO-O-|1,3,9,7,3,7
-X-XXO-O-|1,3,7,9
-X-XXOOO-|9
XX-XXOOO-|9
XXOXXOOO-|9
O---X---X|3,7,3,7,7
O-O-X---X|2
O-O-X--XX|2
-----O-XX|7
-O---O-XX|7
-OX--O-XX|4,7
OOX--O-XX|7
O----X---|3
O----X--X|3
O-O--X--X|
O-O--X-XX|2
O-O--XOXX|
OXO--XOXX|5
---X-----|5
---XO----|1,2,3,7,8,9,1
-X-XO-O--|3
-XXXO-O--|1
-XXXOOO--|1
-XXXOOOX-|1
OXXXOOOX-|9
-O--XX-O-|4
XO--XX-O-|
XO--XXOO-|9
XOX-XXOO-|9
XOXOXXOO-|9
--X--O---|1,2,4,5,7,9,5,2,5,4,9,7,5,4,5,5,2,5,2,9,2,7,7,1,7,9,7,5,7,1,7,8,7,2,9,7,2,9,7,2,4,4,9
X-X--O---|
X-X--O-O-|2
X-X--OXO-|
XOX--OXO-|4
X--------|5
X------O-|5
XX-----O-|3
XX-----OO|3
--OX-----|1
--OX---X-|1,2,5,6,7,9
--OX--OX-|5
--OX--OXX|5
-X---O-X-|5
-X---OOX-|5
-X---OOXX|5
OX---OOXX|5
X---O----|2,3,4,6,7,8,9,6,4,6,7,4,2,8,9,9,6,2,7,2,7,2,9,8,3
XX--O----|3
XX--OO---|3
XX--OO-X-|4
---O----X|6
--XO----X|
--XO---OX|6
--XO--XOX|
--XO-OXOX|5
--X----OX|6
--X--O-OX|1,2,4,5
--XX-O-OX|1,2,5,7
-OXX-O-OX|5
-OXXXO-OX|
-OXXXOOOX|1
------O-X|1,2,3,4,5,6,1,6,3,3,4,3
---X--O-X|5,6,5,5,5,5,5,5,5,6,5
---X-OO-X|1,2,3,5,8,2
--XX-OO-X|1,2,5
O-XX-OO-X|8,2,5
O-XXXOO-X|2,8
OOXXXOO-X|8
---X-O---|1,2,3,5,7,8,9,2,9,5,2,9,2,2,3
---X-OX--|1
---X-OX-O|1
---X-OXXO|3
O--X-OXXO|
O-XX-OXXO|5
---O---X-|1,3,5,6,7,7,3,7,1,7,1
-X-O---X-|5
-X-OO--X-|
-X-OO--XX|6
-XOOO--XX|7
-XOOOX-XX|7
OXOOOX-XX|7
-XX-----O|
-XX---O-O|1
--X--X-O-|1,2,9
--X--XOO-|9
--XO-----|6
--XO--X--|5
--XO--XXO|2,5,6
O-XO--XXO|5
O-XO-XXXO|5
OOXO-XXXO|5
--O--X---|1,2,5,7,5,2,7
--O--X--X|1,2,1,2,2,2,2,1,1,5,4,5,1,2,5,1,4,4
--O--X-OX|2,5,5,2,2
--OX-X-OX|5
--OX-XOOX|5
-XOX-XOOX|5
-O------X|8
-O-----XX|7
-OO----XX|7
-OOX---XX|1
-OOX--OXX|
XOOX--OXX|5
XOOX-OOXX|5
XO-------|3,4,5,7,8,9,4,3,8,6,4,7
XO--X----|8,9
XO--X--O-|9
XO--X-XO-|
XO-OX-XO-|3
--O-X----|8
--OXX----|6
O-OXX----|6
-X------O|3
-X----X-O|1,3,4,5,6,8
-X-O--X-O|1,3,5,6,5,3
-X-OX-X-O|
-X-OX-XOO|3
--X----O-|9
--XO-X-O-|9
--O--X-X-|1,1,1,5,1,1,1,1,4,5,5,1,1,5,1,1,5
-OO--X-X-|1
-OO--XXX-|1
X--O-----|2,3,5,6,7,8,9,2,5
XX-O-----|3
XX-O---O-|3
XX-O---OX|
XXOO---OX|5
XXOO-X-OX|5
XXOO-XOOX|5
-XO--X-OX|1,4,5
-XOO-X-OX|1,5,7,1,5
XXOOOX-OX|7
-OX------|1,4,5,6,7,8,9,5,6,7,1,7,4,6,4
-OX-----X|6
-OX---O-X|6
-OXX--O-X|6
-OXX--OOX|6
-X-O-----|1,5,6,7,9,7,7,5,9,7,7,5,1,1,6,7
-X-O-X---|3,9
-X-O-X--O|8,1,5,7,8,1,5,8,5,1,1,5,8,1,7,5,7,7
-XXO-X--O|1
OXXO-X--O|
OXXOXX--O|7
OXXOXX-OO|7
O-X------|6
OXX------|4,5,7,8,8,7,7
OXX-O----|9
OXX-O--X-|9
OXXOO--X-|
OXXOO--XX|6
-OXX-----|5,6,7,9
-OXX--O--|8,9,5,6
-OXXO-O-X|6
------X--|5
------X-O|1,2,3,4,5,6,2,6,6,5,1,3,2,4,2,5,4,4,4,2,5,1,1,5,5,4,6,6,3,4,3
----X-X-O|3
--O-X-X-O|6
X-O-X-X-O|6
XOO-X-X-O|4
----O-XX-|9
----O-XXO|1
-X--O-XXO|1
-X--OOXXO|4
-XX-OOXXO|1
--XX----O|1,2,5,6,7,8
-OXX----O|8,1,5,7,5,8
-OXXX---O|7
-OXXX--OO|7
X-----OX-|5,5,5,5,2,5
X-O---OX-|5
X-O---OXX|5
X-O--OOXX|5
XXO--OOXX|5
XXOO-OOXX|5
OX------X|5,7,8,7
OX----O-X|4
OX--X-O-X|4
OXO-X-O-X|8
OXO-XXO-X|4
OXO-XXOOX|4
X-O------|4,5,6,7,8,9,8,6,4,7,9,6,7,7,4,6,5,9,5,8,7,6,9,5,7,4,4,5,7,4,7,7,7,9,9,7,7,4,4,8,4,6,7,6,8,9,8,4,4,4,9,6,5,9,7,9,5,9,9,9,7,5,8,7,5,7,8,7,4,7,6,6,8,5,9,7,5,4,4,8,9,9,7,4,8,5,4,6,6,4,4
X-O--X---|4,5,5,5,4,5,5,5
X-O-OX---|7
X-O-OX--X|7
-----X--O|8,1,5,7,5,5,8
X----X--O|4,7,5,5,7,7,7,5,5,7
X-O--X--O|8,4,5,7,8
X-OX-X--O|
X-OX-XO-O|5
X-OX-XOXO|5
XOOX-XOXO|5
OX-------|9,4,5,7,7,7,9
OX--X-O--|8
OX--XXO--|4
OX--XXO-O|4
OXX-XXO-O|4
---OX----|2
---OXX---|1,1,1,1,1,1,7,3,1,9,1,7,3,7,3
O--OXX---|7
O--OXXX--|3
O--OXXX-O|3
---X-O--X|1,7
O--X-O--X|2,3,5,7,8,8
O--X-OX-X|8
OO-X-OX-X|8
----OX---|1,2,3,7,8,9,2,9,1,1,9,8,7,1,7,2,7,9
----OX--X|3
-O--OX--X|3
-O--OX-XX|
-O-OOX-XX|7
----OO-XX|7
--X-OO-XX|4
O-X-OO-XX|7
OXX-OO-XX|4
OXX-OOOXX|4
---O-X---|1,2,3,5,7,8,9,3,9
---O-X-X-|3,9,3,3,9,9
O--O-X-X-|7
O--O-XXX-|
O--OOXXX-|9
O-XOOXXX-|9
OOXOOXXX-|9
X-------O|3,5,6,7,8,3,5,3,8,7,5,5,6,3,8,5,8,7,3,3,5
X-O--XX-O|4
X-O-OXX-O|4
XXO-OXX-O|4
XXO-OXXOO|4
---XX---O|6
---XXO--O|3
---XXOX-O|3
O--XXOX-O|3
O--XXOXXO|3
--X---O--|1,4,5,8,9,1,9
--XO--OX-|1
--XOX-OX-|1
--XOXOOX-|2
X-XOXOOX-|
XOXOXOOX-|9
-X---O---|3,4,5,7,9,5,7,3,5,9,3,3,9
-X-X-O---|7,1
-X-XOO---|1,3,9,7,3,9,7,3,3,9,3,9,1,1,9,1,7,9,3,1,3
-XXXOO---|1
-XXXOO-O-|1
-XXXOO-OX|1
OXXXOO-OX|7
XO-----OX|5
XO---X-OX|3,5,7
XO-O-X-OX|3
---XX-O-O|6
-X-XX-O-O|8
-X-XXOO-O|8
-XXXXOO-O|8
OXXXXOO-O|8
-XO------|9,5,6,7,9,9,5,5,7,6
OXO----X-|5
OXO--X-X-|5
OXO--X-XO|5
--O-XX---|4
-OO-XX---|4
-OO-XXX--|1
-OOOXXX--|1
XOOOXXX--|9
XOOOXXX-O|8
--XX-O---|7,1
-OXX-O---|1,5,7,8,9,7,7,5
XOXX-O---|7
XOXX-O-O-|7
X-----O--|2
XX----O--|
XX----O-O|3
XX----OXO|
XX--O-OXO|3
XX-XO-OXO|3
O-----X--|3,5,6,8,9,3,6,5,3,5,3,3,3,9,2,6,3
O-----XX-|
O-O---XX-|9
O-O-X-XX-|2
O-O-X-XXO|2
O-OXX-XXO|2
-----XO--|5
X----XO--|2,3,4,5,8,9
X-O--XO--|5
X-O-XXO--|
X-O-XXOO-|4
XXO-XXOO-|9
----O---X|1,2,3,4,6,7,8,8,4,7,8,2,3,3,3,8,1,6
---XO---X|7
--OXO---X|7
--OXO--XX|7
--X--OOX-|1,2,4,5,1,2,2,5,2,2
-XX--OOX-|
-XX-OOOX-|1
O-X---X--|2,5,6,8
O-XO--X--|5
O-XO-XX--|8
OOXO-XX--|5
OX---X---|5,7,8,5,7,7,5,5,5
OX-O-X---|7
OX-OXX---|7
OX-OXX-O-|7
OX-OXXXO-|3
OXOOXXXO-|9
-----XO-X|
-----XOOX|3
----XXOOX|1,2,3,4
O---XXOOX|3
OX--XXOOX|4
-OX-X----|
-OXOX----|7
-OXOX--X-|7
-OXOXO-X-|7
-OXOXO-XX|
-OXOXOOXX|1
-X-O-O-X-|5
-X-O-O-XX|5
-XO-----X|5,8,5,5
-XO-O---X|7
-XOXO---X|7
-O--X----|3
-O--X--X-|3,7,1,9,1,3,1
-O--XO-X-|1,3,9,7,3,3,9,7,1,7,1,1,7,1,7,9,7,9,3,9,1,7,9,1,7
XO--XO-X-|9
XO--XO-XO|3
XO--XOXXO|3
XO-OXOXXO|3
--X----XO|2,5,5,5
--X--O-XO|1,2,4,5,2,1,2
-XX--O-XO|
-XX--OOXO|1
XX-O-O-X-|5
XXOO-O-X-|5
XXOO-O-XX|5
O---XO--X|2,3,4,7,8,4,3,2,3,3
O---XO-XX|
O--OXO-XX|2
O-XOXO-XX|7
OOXOXO-XX|7
---XO-X--|1
---XO-X-O|1
---X----O|7
---X-X--O|5
--OX-X--O|5
X-OX-X-OO|7
-O---X---|1,3,5,7,8,3,3,8,8,5,1,1
-OX--X---|1,4,5,9
-OX--XO--|9
-OXX-XO--|
OOXX-XO--|5
--O-X-X--|1
O-O-X-X--|2
O-O-XXX--|2
O-OOXXX--|2
O-OOXXX-X|2
X--OX----|9
X--OXO---|9
X--OXO-X-|
X-OOXO-X-|2
OX--O--X-|
OX--OX-X-|9
-O-X----X|1,3,5,6,7,8
-O-XO---X|8
-O-XO--XX|7
OO-XO--XX|7
OOXXO--XX|
OOXXOO-XX|7
-O-X-----|1,3,5,8,9,3,1,1,3,9,5,8,5
-OOX----X|1
X-X-O----|2
X-X-O--O-|2
X-X-OX-O-|2
X-X-OXOO-|2
X-XXOXOO-|9
-X-O----X|1,3,5,6,8
-X-O-O--X|5
-X-OXO--X|
-X-OXOO-X|8
-XXOXOO-X|1
-XXOXOOOX|1
-O-----X-|1,3,4,5,6,7,9,9,7,9,3,1,7
-O-O---XX|7
----OX-OX|3
-X--X-OO-|9
-X-XX-OO-|9
-O--X---X|
OO--X---X|3
OO--XX--X|3
-O-X-X---|5
-O-X-X--O|5
-O-X-XX-O|1,5
OO-X-XX-O|5
OO-X-XXXO|5
------XO-|1,2,3,4,5,6,9,4,2,6,5
-X----XO-|1,3
-X---OXO-|1,3,4,5,9,1
XX---OXO-|
XX-O-OXO-|3
XX-O-OXOX|5
X--O--OX-|2,3,5,6,5,2,2,6
X-XO--OX-|
X-XO-OOX-|2
X-XO-OOXX|5
----X--OX|
--O-X--OX|1
--O-XX-OX|
--O-XXOOX|4
X---OX---|8
X---OXO--|3
X--XOXO--|3
XO-XOXO--|
XOXXOXO--|8
XOXXOXO-O|8
--O-X---X|1
--O-XO--X|1
X----X-O-|2,3,4,5,7,9
XO---X-O-|5
XOX--X-O-|5
XOXO-X-O-|9
XOXOXX-O-|
XOXOXX-OO|7
XO-X-----|5,7
XO-X---O-|7
XOXX---O-|5
XOXX--OO-|
XOXX--OOX|5
XOXX-OOOX|5
---X--O--|8,9,3,5,8,8,5,9,3,8
---X-XO--|5
---X-XOO-|5
--XX-XOO-|9
-OXX-XOO-|9
XXO------|6,8,9,5,9,9
XXOO-----|5,6,6,5,6
XXOO--X--|5,6,8,9
XXOO--XO-|9,5,6,9,5
XXOO-XXO-|5,9
XXOOOXXO-|9
XO-OX----|9
XOXOX----|
XOXOXO---|9
XOXOXO-X-|
XOXOXO-XO|7
O---X--XO|2
O--XX--XO|
O-OXX--XO|2
XX-XOO---|
XX-XOO-O-|7
XX-XOO-OX|
XXOXOO-OX|7
---O--X--|1,2,3,5,6,8,9,3,2,5,2,9,9,6,8,8,3
---O--XX-|9
O--O--XX-|9
O-XO--XX-|
XO----X--|
XO-O--X--|8,9,5,6,9,6,6,9,5,6,6
XO-O-XX--|3,5,9
XO-O-XXO-|5
XOXO-XXO-|5
XOXO-XXOO|5
-O----X--|1
-O--X-X--|
OO--X-X--|3
-XOO---X-|5
-XOO-X-X-|5
OXOO-X-X-|5
OXOO-X-XX|7
O-X----XO|5
O-X-X--XO|
O-XOX--XO|7
OX-----X-|5
OX-O---X-|5
OX-O---XX|7
-X----OX-|5
-XO---OX-|5
-XOX--OX-|5
-XOX-OOX-|5
-XOX-OOXX|5
--XX--O--|6,9,9,9,9,9,9,9,5,9,9,5,9,5,9
-OXXX-O--|6
-OXXXOO--|8,1,9,1,1,9,1,1
-OXXXOO-X|1
O-XX-----|6,5,5,5,5,5,5,5
O-XX--O--|8,9,5,6,5,8,8,5,5
O-XX--OX-|5,6
OOXX--OX-|9,5,6,6,6,6,6
OOXX--OXX|6
OOXX-OOXX|5
--X--X-OO|
--XX-X-OO|7
-OXX-X-OO|5
XOXX-X-OO|5
O-----XXO|5
O----XXXO|5
O---X-X--|3
OX--OX---|9
--O---X--|1,2,5,6,9,5,9,6,9,9,9
X-O---X--|
X-O---X-O|4
O--X-----|9,2,3,5,3,9,3
O--XX----|6
O--XXO---|8,9,2,3,3,2
O--XXO--X|7,8,3,2,2,2
O--XXOO-X|8,2,3
O--XXOOXX|2
O-OXXOOXX|2
--O-----X|1,2,4,5,7,8,7,4,1,4,8,4,2,1,5,2,5,7,4,8,8,7,2,7,5,2,2,5,7,5,2,7,7,4,5,8,4,4,5,1,1,5,4,5,5,7,1,7,7,4,4
--O----XX|
O-O----XX|7
O-OX---XX|2
-X----O--|5
XX--O-O--|3
XX--O-O-X|3
--X--O--X|2,5,7,8
O-X--O--X|8,4,5,7,5,8,5,7,4,5
OXX--O--X|4,5,7,8
OXXO-O--X|
OXXO-OX-X|5
OXXO-OXOX|5
X--O---X-|2,5,6,7,9
X--OO--X-|6
XX-OO--X-|6
XXOOO--X-|
XXOOO-XX-|6
XXOOO-XXO|6
X--XO----|7
X--XO--O-|7
X-XXO--O-|2
X-XXO-OO-|2
X-XXO-OOX|2
X-XXOOOOX|2
-OX-XO---|7
-OXXXO---|7
-OXXXO-O-|7
----X-O--|8
-X--X-O--|8
-X--X-OOX|1
-XO-X-OOX|1
-XOXX-OOX|
-XOXXOOOX|1
O------X-|7
OXO---XX-|
OXO-O-XX-|9
--O-XXX-O|4
--OOXXX-O|8,1,2
--OOXXXXO|2
O-OOXXXXO|2
O-OX---X-|
O-OX-X-X-|2
O-OXOX-X-|9
OXOXOX-X-|7
O-X----X-|2,4,5,6,7,9
O-XX---XO|5
O-XX--OXO|5
OXXX--OXO|5
OXXX-OOXO|5
-----XX-O|5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
---O-XX-O|1,2,3,5,8,8
---OXXX-O|3
X-OOXXX-O|2,8
X-OOXXXOO|2
X-X-O---O|2
--X-XO---|7,8
--X-XOO--|1,2,4,8,9,4,1
--X-XOOX-|2
--XO-XX-O|5
O-XO-XX-O|5
-O--XX---|
OO--XX---|4
-X--O---X|4
-X-OO---X|6
-X-OOX--X|3
-XOOOX--X|7
XXOOOX--X|7
----XXO--|4
----XXOO-|4
---XO--OX|2
---XOX-OX|2
O--XOX-OX|3
O--XOXXOX|2
O-OXOXXOX|2
-O-OX-X--|3
XO-OX-X--|
XO-OXOX--|9
-OXX-X--O|1,5,8
OOXX-X--O|5
OOXX-X-XO|5
X---O--X-|6
X---O--XO|3,4,6,7,4
XX--O--XO|3
XX--OO-XO|3
---X---OX|1,2,3,5,7
---X-O-OX|1,2,3,5,7,5
-X-X-O-OX|1,5
-X-X-OOOX|1,3,5,5,1,1,3,1,1,5,3
-XXX-OOOX|1
OXXX-OOOX|5
-X-O--O-X|1
XX-O--O-X|
XX-O-OO-X|3
-O-X--O-X|3,5,6,6,3,6,6,5,5,3,6,5
XO-X--O-X|5
XO-X-OO-X|5
-XXO----O|1
X---X-O--|9
X---XOO--|9
XOO--X---|8,4,5,7,7,8,4,4,8,7,5,5,8,4,4,4,8,4,8,7,7,5,5,4,8,7,4,7,4,7,4,8,4,8,4,8,7,7,4,5,7,5,5,7,4
XOOX-X---|9
XOOX-X-O-|5
XOOX-X-OX|5
X-O----X-|2,4,5,6,7,9
XOO----X-|4,5,6,7,9,4,7,6,6,9,9,7,5,4,4,9,5,6,7,4
XOO----XX|
XOO---OXX|5
-XX--O---|1
-XX-OO---|1
O----X-OX|3
OX---X-OX|3
OXO--X-OX|4,5,7
OXO--XXOX|4,5
OXO-OXXOX|4
-X-----XO|5
-X-O---XO|5
-XXO---XO|
-XXO-O-XO|5
-XXO-OXXO|5
---OX--X-|
-O-OX--X-|1,3,9,7,7,3,1,1,9,9,1,3,9,1,3,3,7,9,9,7,9,7,7
XO-OX--X-|9
XO-OXO-X-|9
O-X-O--X-|9
OXXOO-XX-|9
-XO--X---|4,8,5,5
-XO--XO--|5
-XO--XOX-|5
-XO--XOXO|5
XXO--XOXO|5
X-X----O-|
OX-----XO|5
OX-X---XO|5
OXOX---XO|5
OXOX-X-XO|5
OXOX-XOXO|5
XOXX-O--O|7
XOXX-O-XO|7
XOXXOO-XO|7
X---O-X--|4
XO--O-X--|4
XOX-O-X--|8
XOX-O-X-O|4
XOX-OXX-O|8
--OXO--X-|7
--OXOX-X-|7
--OXOX-XO|
--OXOXXXO|1
XO--X---O|4,6,7,8,8,6,4,3,4,6,6,4
XO-XX---O|
XOOXX---O|6
XOOXX--XO|6
---OXX--O|8,1,2,7,7
---X--XO-|1
---XO-XO-|1
-X-XO-XO-|1,3,6
OX-XO-XO-|9
OX-XO-XOX|3,6
OX-XOOXOX|3
-O---X--X|3,7
-OO--X--X|
-OO-XX--X|1
-OO-XXO-X|1
-OO-XXOXX|1
-OXO----X|6
-OXOX---X|
OOXOX---X|6
--OX----X|1,2,5,6,7,8
-OOX-X--X|1
-OOX-XO-X|5
-OOX-XOXX|5
--X--X--O|5,8,5,5,5,8,8,8,5,7,5,4,8,5,5,4,5,5,8,4,8,5
--XO-X--O|1,7,1
--XO-X-XO|1,2,5,7,1,1,1,5,1,1,5
--XO-XOXO|1
X-XO-XOXO|2
XOXO-XOXO|5
-OX--O--X|8,4,5,7,8,5,8,7,4,4,4,8,5,5,7,5,4,5,8,4,5,7,5,7,8,8,5,7,7
-OXX-O--X|5,7
-OXXOO--X|8
XOXXOO--X|8
XOXXOOO-X|8
X-O----XO|6
X-O--X-XO|4,5
X-O-OX-XO|7
X-O-OXXXO|4
X-OOOXXXO|2
-OX---X--|1,5
OOX---X--|5
OOX--XX--|8,9
OOX-OXX--|9
OOXXOXX--|8
X-X-----O|
X-X----OO|2
X-X---XOO|2,5,6
X-XO--XOO|2
OX-OX----|8
-OX----X-|7,9,7
-OX--O-X-|1,4,7,9,7,5,7
-OX--OXX-|
-OX--OXXO|5
-----XXO-|2,3,4,5
----OXXO-|2
----OXXOX|2
---OOXXOX|3
-X-OOXXOX|3
OX-OOXXOX|3
-O-OX--XX|
-OOOX--XX|1
---O-X--X|3
---O-XO-X|3
---O-XOXX|1
---OOXOXX|3
X--OOXOXX|3
XO-OOXOXX|3
OX----X--|5,8,5
OXO---X--|8,9,5,6,6
OXO---X-X|8
OXO-O-X-X|8
-O-XO-X-X|8
--X-O--X-|4
X-X-O-OX-|2
X-X-OOOX-|2
--X-OO--X|4
X-O---XO-|4
X-O--XXO-|4
X-O-OXXO-|4
X--XO---O|7
X--XOX--O|7
X--XOX-OO|7
----OX-X-|7
----OX-XO|1
---XOX-XO|1
O--XO-X--|9
O--XO-XX-|9
OO-XO-XX-|9
--X-OO-X-|4
--XXOO-X-|7,1,1
--XXOO-XO|1
-XXXOO-XO|1
O-X-O-X--|9
O-X-OXX--|9
OOX-OXXX-|9
--O---XX-|9
--O--OXX-|9
--OX-OXX-|9
-OOX-OXX-|9
-OOXXOXX-|9
OX----X-O|5
OX---XX-O|5
OX-O-XX-O|5
OXXO-XX-O|5
--OX--X--|1
-OOX--X--|1
-OX----OX|6
XOX----OX|5
XOXO---OX|5
--O-O-XX-|9
--O-OXXX-|9
--O-OXXXO|1
XOO-OXXXO|4
XX---O---|3
XX---O-O-|3
XX-X-O-O-|
XX-X-OOO-|3
XX-X-OOOX|
XX-XOOOOX|3
--OXO-X--|1
--OXO-X-X|
--OXOOX-X|1
X----O---|9
XX---O--O|3
XX--XO--O|3
XX--XO-OO|3
----XO---|1
----XO--X|1
O-OXXO--X|2
OXOXXO--X|8
OXOXXO-OX|7
--X-X---O|7
--X-X-O-O|8
-XX-X-O-O|8
O----X-X-|2,3,4,5,7,9
O---OX-X-|9
O---OX-XX|
O-O-OX-XX|7
OXO-OX-XX|7
--OX---OX|1,2,5,7,7,7
--OX--XOX|1
O-OX--XOX|2
OXOX--XOX|5,6
OXOXO-XOX|6
XX-XO--O-|
XXOXO--O-|7
-X-----O-|1,3,4,5,6,7,9,4,3,4,9,3,6
-XO--X-O-|9,4,5,7
-XO--XXO-|1,4,5
OXO--XXO-|9,4,5
OXO-XXXO-|4
-OX--OX--|5
-OXX-OX--|
OOXX-OX--|5
OOXX-OX-X|
OOXX-OXOX|5
X--X--O--|5,6,8,9,5,9,8,6,5,9,9,8,8,9,5,9,5,6,5
X-OX--O--|5
X-OX--O-X|5
XOOX--O-X|5
O---XX---|4
OOX-XX---|
OOX-XXO--|9
----O-X--|1,2,3,4,6,8,9
--OOOXXX-|9
X-OOOXXX-|9
O---X--X-|2
O--OX--X-|2
O--OX-XX-|
O-OOX-XX-|2
--X--XO--|9
O-X--XO--|9
OXX--XO--|4
OXX--XOO-|9
OXXX-XOO-|9
--O-O--XX|7
-XO-O--XX|7
-X----OXO|5
--X-X--O-|6,7
--X-X-OO-|9
-XX-X-OO-|9
-X--OO--X|4
XX--OO--X|4
-X---X--O|5,7,7,7,5,4,7,7,5,5,5,4,7,7,5,7,5,5,7,4,7,4,4,5,7,5
-X-OXX--O|8
-XOOXX--O|8
XXOOXX--O|8
XXOOXX-OO|7
OXO-X-X--|8
OXOOX-X--|8
OXOOX-X-X|8
OXOOX-XOX|6
-X--XO---|
-X--XO--O|8
-X--XOX-O|3
-X--XOXOO|3
XX--XOXOO|3
-XX-O----|1
-XX-O---O|1
X--OX---O|2,3,7,8,8,2,6
X--OX--XO|2
XO-OX--XO|3,6,7,7
XOXOX--XO|7
XOXOX-OXO|6
X--O----X|5,8
X-OO----X|5
X-OO-X--X|5
X-OOOX--X|7
X-OOOX-XX|7
XOOOOX-XX|7
X---XO---|
X---X--O-|
X-O-X--O-|9
-X-O--X--|1,3,5,6,8,9
-XOO--X--|8,9,5,6,8,5,6
-XOOX-X--|8
-XOOXOX--|8
XX------O|3
XX-O----O|3
XX-O--X-O|3
XXOO--X-O|6
XXOOX-X-O|6
--XXO-O--|8,1,2,9,1,1,9,1,9,1
--XXO-OX-|2,6,9,1
--XXO-OXO|1
-XXXO-OXO|1
-XXXOOOXO|1
-X---O-XO|5
-XO-X---O|8
XXO-X---O|6
XXO-X--OO|
XXO-XX-OO|7
-O----X-X|
-O---OX-X|8
-OX--OX-X|4,5,8
-OX--OXOX|5
-OXX-OXOX|5
X-----X-O|4
X----X-OO|7
X--X-X-OO|7
XO-X-X-OO|5
O---XX-O-|4
OX--XX-O-|4
OX--XX-OO|4
OXX-XX-OO|7
--XO-X---|9
O-XO-X---|9
O-XO-X-X-|7
OOXO-X-X-|9
O-X-XO---|7
O-XXXO---|7
OOXXXO---|7
OOXXXO--X|7
-O--X-XO-|3
XOO-X-XO-|4
--X-O---X|6
--X-O--OX|6
-X-X--O--|9,9,9,9,5,9,6,9,9,5,9,9,5
-X-XOXO--|3
-X-XOXO-O|
-XXXOXO-O|1
-O-X---X-|9,7
-O-X---XO|1,3,5,6,6,6
-OXX---XO|5,7,5
-OXX--OXO|1,5,6
-OXXX-OXO|6
-OXXXOOXO|1
X-----OOX|5
X-X---OOX|5,6
X-XO--OOX|5
XXO--O---|
XXO--OX--|9
XXO--OXO-|4
XXO--OXOX|
XXOO-OXOX|5
---XOX---|7
-O-XOX---|
XO-XOX---|8
XO-XOXO-X|3
-X--O--XO|
-X--OX-XO|1
-X--OXOXO|
-X-XOXOXO|1
---O-O-XX|7
---OXO-XX|
-O-OXO-XX|1
XX-OO---X|6
XXOOO---X|
XXOOO-X-X|6
XXOOO-XOX|6
-----OX--|9
---X-OXO-|1
-X-X-OXO-|1
-X-XOOXO-|1
-X-XOOXOX|1
--XOX----|2,7
--XOX-O--|1
--XOXXO--|1
X-O-----X|8
X-O--O--X|5
